"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","AcceptsInsurance","ByAppointmentOnly","BusinessAcceptsCreditCards","BusinessParking_garage","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","HairSpecializesIn_coloring","HairSpecializesIn_africanamerican","HairSpecializesIn_curly","HairSpecializesIn_perms","HairSpecializesIn_kids","HairSpecializesIn_extensions","HairSpecializesIn_asian","HairSpecializesIn_straightperms","RestaurantsPriceRange2","GoodForKids","WheelchairAccessible","BikeParking","Alcohol","HasTV","NoiseLevel","RestaurantsAttire","Music_dj","Music_background_music","Music_no_music","Music_karaoke","Music_live","Music_video","Music_jukebox","Ambience_romantic","Ambience_intimate","Ambience_classy","Ambience_hipster","Ambience_divey","Ambience_touristy","Ambience_trendy","Ambience_upscale","Ambience_casual","RestaurantsGoodForGroups","Caters","WiFi","RestaurantsReservations","RestaurantsTakeOut","HappyHour","GoodForDancing","RestaurantsTableService","OutdoorSeating","RestaurantsDelivery","BestNights_monday","BestNights_tuesday","BestNights_friday","BestNights_wednesday","BestNights_thursday","BestNights_sunday","BestNights_saturday","GoodForMeal_dessert","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","Smoking","DriveThru","DogsAllowed","BusinessAcceptsBitcoin","Open24Hours","BYOBCorkage","BYOB","Corkage","DietaryRestrictions_dairy.free","DietaryRestrictions_gluten.free","DietaryRestrictions_vegan","DietaryRestrictions_kosher","DietaryRestrictions_halal","DietaryRestrictions_soy.free","DietaryRestrictions_vegetarian","AgesAllowed","RestaurantsCounterService"
"316","xRaHt2GknSD7yermc-fxYQ","""Seven Seas Restaurant & Lounge""","","""808 W Lake Mead Blvd""","Las Vegas","NV",89106,36.1960195,-115.1522128,3.5,14,0,"Barbeque;Lounges;Restaurants;Nightlife;Bars;Soul Food","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"317","gtWaCpu7mgRR-839S9oGBQ","""Laziza Hookah Lounge & Restaurant""","Southeast","""9460 S Eastern Ave, Ste 100""","Las Vegas","NV",89123,36.01979,-115.15036,3,37,0,"Hookah Bars;Mediterranean;Restaurants;Bars;Nightlife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","GU0zNpgisY-pV3U2Sfdp6A","""Boulevard Bar & Grille""","Southeast","""9860 Las Vegas Blvd S""","Las Vegas","NV",89183,36.010762,-115.171766,4,150,1,"Bars;American (Traditional);Nightlife;Sports Bars;Restaurants","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"319","yvJFb7pOJUTwr0wxgzvzgw","""Irene's Cocktail Lounge""","Chinatown","""5480 Spring Mountain Rd""","Las Vegas","NV",89146,36.1262764,-115.2161853,4,17,1,"Nightlife;Bars;Cocktail Bars;Lounges","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"320","77AfVfvvjfQXslusY8QElg","""La Jolla""","Eastside","""2245 E Flamingo Rd""","Las Vegas","NV",89119,36.1143535,-115.1218477,3.5,28,1,"Event Planning & Services;Restaurants;Nightlife;Dance Clubs;Bars;American (Traditional);Sports Bars;Hookah Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"321","FMnH5WIRLyexBYMBUUnDxQ","""Hearthstone Kitchen & Cellar""","South Summerlin","""11011 W Charleston Blvd""","Las Vegas","NV",89135,36.156348,-115.334471,4,722,1,"American (New);Lounges;Restaurants;Tapas Bars;Beer;Wine & Spirits;Nightlife;Tapas/Small Plates;Food;Breakfast & Brunch;Wine Bars;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"322","ejcVeQztxXY6NX2O2SE0Rw","""PT's""","Spring Valley","""3935 S Durango Dr""","Las Vegas","NV",89147,36.1194254,-115.2798389,3,42,1,"Nightlife;Restaurants;Bars;Sports Bars;American (New);Pubs","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","yes","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"323","o4GOd5mOs0AwvHgKb9o-Dw","""Jackpot Joanie's""","Eastside","""5406 Boulder Hwy""","Las Vegas","NV",89122,36.101482347,-115.053689558,3.5,5,1,"Nightlife;Arts & Entertainment;Casinos;Dive Bars;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"324","qA-747-HsB_G1-PFofbvtg","""Sin City Brewing Company""","The Strip","""3377 Las Vegas Blvd S""","Las Vegas","NV",89109,36.121469,-115.169102,4,87,1,"Breweries;Bars;Food;Nightlife","Na","Na","False","Na","True","False","False","False","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"325","z7byKEtgon1gwCP0rXilVA","""55 Degrees""","The Strip","""3930 Las Vegas Blvd S, Ste 101""","Las Vegas","NV",89119,36.0912617,-115.1742471,4,10,0,"Wine Bars;Nightlife;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"326","6jDD-Z8QcsKTdIDWwM8gog","""Anna Marie's Italian Cuisine""","Spring Valley","""10170 W Tropicana Ave, Ste 144""","Las Vegas","NV",89147,36.1016027,-115.3142208,4,123,1,"Pizza;Restaurants;Bars;Sandwiches;Nightlife;Italian","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"327","MvLpD44gr5OwDFYY59winQ","""Sevens Steakhouse""","Eastside","""4100 Paradise Rd""","Las Vegas","NV",89169,36.1137792,-115.1524787,4,9,0,"Bars;Restaurants;Seafood;Steakhouses;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"328","zY__yEQDkel1DGAZAefcnA","""Krush Las Vegas""","","""4740 Arville St""","Las Vegas","NV",89103,36.1037563,-115.1987367,4,15,0,"Dance Clubs;Arts & Entertainment;Bars;Music Venues;Nightlife;Gay Bars","Na","Na","Na","Na","True","True","False","True","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"329","wke61EJKd1Yw6q1BR1npZw","""Commonwealth""","Downtown","""525 E Fremont St""","Las Vegas","NV",89101,36.1686775068,-115.139801591,3.5,400,1,"Cocktail Bars;Arts & Entertainment;Music Venues;Bars;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"330","XRXj8BhR7fDP-YWFTEZn0A","""LV Top Shelf""","Southwest","""8969 Appellation Ave""","Las Vegas","NV",89148,36.0230136,-115.2872626,5,31,0,"Limos;Transportation;Business Consulting;Party & Event Planning;Nightlife;Dance Clubs;Professional Services;Tours;Hotels & Travel;Event Planning & Services;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"331","USMzHt3XL3nPXVVOfRw1-g","""Bjs Cocktail Lounge Decatur""","Southwest","""8075 S Decatur Blvd""","Las Vegas","NV",89139,36.0432117,-115.2087027,3.5,85,1,"Nightlife;Food;Restaurants;Cocktail Bars;Bars;Lounges;Beer;Wine & Spirits;American (New)","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"332","s4A_aLo5t7aOd0Kb0GWa2w","""Spectators Bar & Grill""","Spring Valley","""4140 S Durango Dr""","Las Vegas","NV",89147,36.1143951416,-115.278106689,4,9,0,"Nightlife;Bars;Pubs","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"333","88vF_9_X9dJwZ7w-hwtMow","""Lucky Streak at LAS""","Southeast","""5757 Wayne Newton Blvd""","Las Vegas","NV",89119,36.0839998,-115.1537389,3,36,1,"Bars;Nightlife;American (Traditional);Restaurants;Pubs","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"334","FhHjoOk1mAqT870lZERYAQ","""Crimson Nightclub""","","""11011 W Charleston Blvd""","Las Vegas","NV",89135,36.1154495879,-115.369725428,3.5,27,1,"Lounges;Dance Clubs;Nightlife;Bars","Na","Na","Na","Na","True","False","False","False","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"335","WUHziAfNsIe73A43q5Xijg","""Chubby's Pub""","Eastside","""4702 E Flamingo Rd""","Las Vegas","NV",89121,36.1149323,-115.0713759,1,3,1,"Nightlife;Bars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","HfxMovSXJZVqL514iUD02g","""O'Aces Bar & Grill""","","""4955 S Decatur Blvd""","Las Vegas","NV",89118,36.0989014,-115.20846,4,65,1,"Nightlife;Bars;Sports Bars;Restaurants;American (Traditional)","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"337","3X7dy9FD3fQ8fQ-WBBzDMw","""Freakin' Frog""","University","""4700 S Maryland Pkwy""","Las Vegas","NV",89119,36.103953,-115.136215,4,168,0,"Pubs;Music Venues;Bars;Arts & Entertainment;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"338","SLVjLgWfUqgaXtmc0wmLiw","""PT's""","Eastside","""2300 E Desert Inn Rd, Ste 8""","Las Vegas","NV",89169,36.1302215383,-115.119841951,3,12,1,"Nightlife;American (New);Sports Bars;Restaurants;Bars;Pubs","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","yes","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"339","Dn_x7Fiy4OEmCKHpeAV1Rg","""Stonehouse Bar & Grill""","","""3889 E Craig Rd""","Las Vegas","NV",89115,36.2403674,-115.0800902,3.5,16,1,"American (New);Karaoke;Restaurants;Nightlife;Sports Bars;American (Traditional);Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","yes","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"340","A_CXVdyJCE6nyxwbd6fNwg","""Libertine Social""","The Strip","""3950 S Las Vegas Blvd""","Las Vegas","NV",89119,36.090754,-115.1766701,4,179,1,"Nightlife;Beer;Wine & Spirits;Cocktail Bars;Food;American (New);Bars;Gastropubs;Restaurants","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"341","qSP6RqBJUyJRsQKTarlo6g","""Artisan Hotel Boutique""","","""1501 W Sahara Ave""","Las Vegas","NV",89102,36.1436722,-115.1697916,3,512,1,"Event Planning & Services;Bars;Lounges;Hotels & Travel;Nightlife;Hotels","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"342","2ALnrUa1_U8JHNgscad8OQ","""Caramel Bar & Lounge""","Eastside","""3600 Las Vegas Blvd S""","Las Vegas","NV",89109,36.1299691053,-115.15014855,3.5,99,0,"Bars;Nightlife;Lounges","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"343","ZebnMoRwFEWqQjd6kjxCpA","""Zodie's""","Eastside","""3055 E Flamingo Rd""","Las Vegas","NV",89121,36.1147248,-115.1084092,3.5,10,0,"Cocktail Bars;Karaoke;Nightlife;American (New);Bars;Restaurants","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"344","FhIeCF6QrsLaRvAeu0oEPQ","""Bob Taylor's Ranch House""","Centennial","""6250 Rio Vista St""","Las Vegas","NV",89130,36.2747255482,-115.245787036,3.5,364,1,"Restaurants;Steakhouses;American (Traditional);Nightlife;Seafood;Cocktail Bars;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"345","VvtBFDQhtF256Hh62m4gRQ","""The Great American Pub""","Spring Valley","""4145 S Grand Canyon""","Las Vegas","NV",89147,36.1148108,-115.3073313,4,91,1,"Bars;Sports Bars;Pubs;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"346","RMEYQsiGJaol3sxufqwnnw","""Home Turf""","Southeast","""5757 Wayne Newton Blvd""","Las Vegas","NV",89119,36.0838389,-115.148385,1.5,17,1,"Bars;Restaurants;Shopping;Shopping Centers;Airports;Sports Bars;Nightlife;Hotels & Travel;American (Traditional)","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","2","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"347","S4xzKrDov_QbC5zNyTOEyw","""Grape Vegas""","Southeast","""6599 Las Vegas Blvd, Bldg P, Ste B150""","Las Vegas","NV",89119,36.0686142,-115.1776615,3.5,26,0,"Nightlife;Bars;Restaurants;Mediterranean;Greek;Wine Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"348","Uvl6FkQv4x2KPEGot_kTzw","""Barrio Latino""","","""5795 W Tropicana""","Las Vegas","NV",89103,36.100165672,-115.219130794,4.5,3,0,"Tapas Bars;Bars;Dance Clubs;Food;Restaurants;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"349","127i5uC5PTjWdvBMXEn9Ww","""Bikini Bar""","Chinatown","""3355 Spring Mountain Rd""","Las Vegas","NV",89103,36.1260019,-115.1847736,3.5,12,1,"Bars;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"350","1CWMNSTRMejdSyXBG2chNg","""Fireside Restaurant & Tavern""","Anthem","""1785 E Cactus Ave""","Las Vegas","NV",89183,35.999495,-115.128018,3.5,127,1,"Nightlife;American (New);Bars;Gastropubs;Restaurants","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
